review_id,user_id,business_id,stars,useful,funny,cool,text,date
nCdhMSQA0apDuB_oho5ang,2dyfZNhtyuHdestczTgWjQ,Dv6RfXLYe1atjgz3Xf4GGw,4,0,0,2,"Super lunch option
Watch out for the yoga mats
You won't miss the meat

Lunch has been very strange for me since HipCity opened. Because here's the thing: I am a meat eater. I mean like my last meal on earth would be a burger. Or, just maybe, the fajita wrap. Because it's that good.

Haven't had everything on the menu yet, but everything I have had has been great. The buffalo bella and crispy hipcity ranch are amazing sandwich alternatives, especially paired with the green lemonade. The groothie is also delicious, and can stand on its own to get you through an afternoon if you only want to spend a few bucks.

Okay suffice it to say that the food is great. The staff is also very friendly, and when they get busy someone will come out along the line and take orders so congestion doesn't get too bad at the register itself.

My only issue with HipCity is that it is at times nearly impossible to figure out where to stand when you're waiting to order or waiting for your food. People kind of convene everywhere and it can get awkward when there's a line out the door. In such a small space it's hard to rectify, but if I see a line out the door I tend to walk on by not because it's a long wait (they're really efficient), it's just difficult to navigate the interior.",2012-08-15 19:17:49
S79tU1cnlxnYhm8zfb8LyA,ybnpLuqHe1RCKfzqAGy8gg,r2cjbHG_WGWUkaPCbLpo-A,1,0,0,0,"This place's posted hours include a 10PM closing time. 

I walked in at 8:30 and, as soon as I got to the counter, the guy said to me ""kitchen's closed."" The grill, fryers, etc were all being covered up. 

First of all, if your kitchen is closed, why is the door to your restaurant unlocked? 

Secondly, I could see this being the case if I walked in at, say, 9:55PM. But 8:30? That's ridiculous.",2015-08-06 22:35:02
ijG3hyvzneIplamARXzfEg,TDGx8YhxmF3OP0XH3dYsXw,SoJwDKedR7SJh7-G69C38A,5,0,0,0,no contest best Chinese good in the area. owners are incredibly nice and the wontons while you wait for take out are a treat.,2016-11-09 23:41:55
0NC0xZyq4EQgUZvvWiFraQ,6cY9ygsa2cZ5RW2LrBBZPA,1_nd9Hcswx4K4FmZZQPMVw,5,5,0,0,"Rosemary's Grill is my favorite resaurant.  My wife and I take my Mother in law to Rosemary's Grill often for many reasons.  Their menu is extensive.  You can get Classic American food in many categories prepared fresh and delicious with great care and attention to detail that is lacking in common chain restaurants.  You can also get traditional Turkish cuisine that is the very best kebab that I ever had.  Rosemary's is a family owned business and they treat you like you are part of that family.  We are making Rosemary's our Saturday night place.  last weekend my wife and I took my. Mother in law to Rosemary's Grill for dinner.  It was even better that the time before.  I tried the Mixed grill kebab platter.  Lamb, Chicken, Adana, and gyro kebab meats, so tender and expertly spiced and grilled, along with a shepherds salad, grilled half tomatoes, rice, and of course flat bread.  The Adana kebab was particularly tender, juicy, and tasty.  I had never had Adana kebab before and will be ordering it again.  I shared a taste with my Mother in law and she loved it too!  mom in law had crab cakes and she enjoyed them very much.  My wife had the French onion soup, which she raves about and always orders.  She also had the roast turkey, mashed potatoes, cranberry sauce, and corn.  She loved everything on that platter.  She commented that the gravy was especially good.  The portion sizes are huge and we love to have the left overs again at home.  I have honestly not been to a restaurant in the area that has such good quality in all there entrees, sides, salad bar, and drinks, and you have to try the rice pudding.  We have eaten a few times here for breakfast, lunch, and dinner and it continues to be our very favorite place.  The waitstaff and owners make you feel right at home and are warm, welcoming, and friendly.  I can not say enough good things.  

Sent from my iPad",2014-02-24 11:13:47
cvL4g3ycHGJIA2azYMnkHw,-u1pc6o7QmtdrN5i23CIng,oLc7k78_YcDMnMCdbC-h1A,4,0,0,0,"Very friendly staff and nice environment although the crowd was light surprisingly the both times I went there. Get yourself a $3.50 margarita after 4 on Tuesdays, they are pretty good.",2017-04-19 12:08:34
lAjAKzVgkUHcq1aLHzDBDA,d9enV9vczP57YFObuHTn_g,KIph7iH97vnDrgcdaqEMFQ,2,0,1,0,I can walk here and won't go back even if they were the only place open at 2am.  I got the basic general tso's and it didn't come close to passing the test.  Go to East Cuisine.,2013-03-19 03:14:09
oAQ2yhFonFh0P1Df-fzYNg,5irvqJS4pq27rOYLyjzBDA,N5ekxQd7wGHWJJK-p9qqXw,3,0,0,0,"If not for the pretentious, haughty, superior attitude of our waiter, I would have given this place four stars or possibly more... Seriously. That kind of attitude is exactly why I left New York. We wanted to order a bottle of wine, asked for his suggestion, and he answers with, ""How much do you want to spend?"" Ummm... Excuse me? How about, ""I'm happy to make some recommendations. Let's find a price point you're comfortable with..."" He didn't smile ONCE during the meal service and also found it necessary to correct us on several points of preference. Snob. The food is GOOD. The only thing that was great was the blueberry lasagna. And it is superb. So was the chocolate confection for dessert. I'd say go. And I hope you don't get that waiter.",2014-06-28 14:54:15
I647uOIzj5JVUVlBvulliw,b-DA7VhnYRLg6q5jIK3RNw,AzseSGgDC6bVtMPEYo1CNQ,4,0,0,0,"The flavors continue to surprise me. I had Bananas Foster, Pear Champagne Sorbet, Blueberry Fig Sorbet, and Cassis sorbet. All flavors were good but the Cassis started off quite subtly and then the flavor gradually made itself known; the more I ate of it the better it tasted. It was well worth coming back with another group of friends to sample some frozen happiness.",2014-02-24 22:11:41
LkXdUnLG55HUqClm5C-FRQ,Bcwv94u7FgNCpCoJLmSsaA,l4aS1QVy_bGnwUXSJzpbsw,5,0,0,1,"Best pizza ever... hands down.

Love the peeps running the place - former hockey player (ask him to pop his nose) and adorable, but tough as nails wife... very funny.

They make their own sausage and mozzarella here.  And God help you if you mispronounce Ricotta!!

Any of the pizzas are fab... we even eat the crusts - which is a rarity in our family.  Just dab it in the olive oil, and mayb ask for some of their viniagrette to dip too!",2009-08-04 22:21:20
jkLPFuv5qP53H2k1IeSA5A,05796MJj-TwACdzscsqpKg,onFzWveuDXbSOmq9CdBfPQ,4,1,1,0,Friendly sales staff ; ) mike was very helpful ! Took us for a ride in one if the Razors ; ) never know we might get 1 ; ),2012-04-28 19:06:50
Gyw77tgrqdHnDBI6WfFjMw,JYxJUad4GtKZdZhoTXTKZw,qLrTiIPDlnNX6FYTs29rmg,3,0,0,0,"I actually eat here at least once a month . The food is good and the service compliments it. You will fall in love with there zucchini muffins. I always leave with some stashed in my purse, you know for later. The prices are cheap and they have a fantastic frozen yogurt bar . with unlimited toppings. Have fun !! yum yum",2009-10-13 19:50:52
pgESDcC7eDx4z_epqon4_Q,KhAqHRXgVhSClw_Y2ayEqg,plobBsTtVUODb353xxFT_g,1,1,0,0,"Came for all-you-can-eat, and ended up waiting for over half an hour to get our order in. The servers completely ignored us, while taking orders from the tables around us. And on top of that, all of the rolls contain ""extras"" not listed on the menu. One roll surprised us by having sweet mustard sauce on it, which did NOT taste very good....
On the bright side, once we actually got our orders in they didn't take all that long to make them.",2014-10-27 01:53:24
HyD8P-CcFU3FR75T0dJAhA,YsaJXW7VWV2bhoN5tokKrg,HCqmx4ENAZ76SAjoalj-MQ,4,0,0,0,"The restaurant was very nicely decorated , and clean. There were six of us and everyone enjoyed their meals . I had the fried green tomatoes. They were perfectly seasoned and the sauce served with them was delicious. The down side is they arrived after everyone else had their meals . My friends had the chicken salad , the fried bologna sandwich and a cheeseburger. We shared the peach cobbler dessert and were not disappointed, get it with the ice cream !!",2017-03-03 21:37:52
S1sW-mCzdO1Qhb4Fq7ZKoA,Qg8sepNIyYyicni1a7jnaA,AWJyivVwe3t9BO-k8D0ynQ,3,0,0,0,"Food is good, but the cafe itself is extremely dirty. I will probably not return unless they clean the place up.",2017-06-17 18:53:18
W1feLyzh7XPyHrgU-tOXPA,tVMwKnashaK7V00XIRjtgw,sLgIenN5t-fFALQUkOvCyQ,5,1,0,0,We really liked this place. Everything we had was delicious. Portions were big. Chicken parm was so yummy. Can't wait to go back and try more stuff !,2018-02-01 22:44:20
sgvNB37eQ9wJYOBv1lmwDA,DU_duJ_ZqG17lsZWGaIOuw,ziFtaIQdzQfFL79iLTq_zQ,3,0,0,0,"not a bad little burger joint. i got the bacon cheeseburger. bacon was cooked perfect and had the perfect thickness. bun had a really great toasted crust. fries were good, as well as the chocolate shake I had. 3 complaints, i wish the burger was more juicy, I wish I wasn't paying so much for the tiny burger portion I was served, and I wish I didn't leave the place smelling like burger grease.",2016-11-10 00:35:28
2o29ryFidt0awbmqdVSjpg,zgtJEQ6bUCTWNaZcqKkcTw,kGMDSF0YpNwJ-c2BN5yBpw,3,0,1,0,So I decided to give this place a shot after reading all the reviews on yelp. The place was dead but I have it a shot. The food was okay at best. I actually left there and went across the street to Charlie's. The place was packed and one bite of the redtop pizza and I cursed myself for not coming here first. If you want a sit down meal this place is nice. If you want good pizza go to Charlie's.,2013-12-07 13:56:46
k841fO30xGewmdE0xPitOg,63-2PK0__Z3Zr1X-2mu1wQ,0vCsslN-TYnDeOSNT4rIfg,4,4,2,2,"We've been shopping here since this location was a Wild Oats. Perhaps I'm just imagining things, but I'd swear it has gotten better since the merger of these two chains.

I love the produce, seafood and cheese here. But it's the personal care section with tons o' natural cosmetics, handmade soaps and the like that brings us in most often. Well, that and the salad bar. In the cooler months, nothing beats hitting Whole Foods for a post-yoga lunch of soup and salad or the deli salad sampler plate. The Carrot Ginger, Split Pea and Corn Chowder soups are the best! Other sure bets: the curried tofu salad (or pretty much any of the deli-made tofu items), sushi to-go boxes and the everything cookies. My most recent find: lavender soda - kinda' dry and really does relax you :-)",2008-08-18 17:21:51
LUsxbDfNYFTrX6y_Ist3Pw,DtxpEKBjSfTFPHCf_YOYCA,eJYvM2Zy5BloOYGldWmAVw,5,0,0,0,OMG the Mediterranean chicken quesadillas what awesome sauce. Definitely recommend to anyone who enjoys fresh Greek food,2018-08-14 05:08:59
JkYTzPrQdVYtkdmkcRPinQ,_WEZMOBfFxTQSrt7FL4sCw,-nJtYj93GiX1N615LlNOrQ,5,0,0,0,"So so in love with this place & it is gorgeous. A very spacious & modern design & most of all CLEAN!!!! Love Will, Amanda & Sal! I have made several purchases to include some mods and atty's and being a newbie I have issues from time to time with the devices. Not because the devices aren't working but I may take something apart and can't figure out how to put it back together (newbie ish) lol They always help me and get me back to vaping!!! They have a wide variety of juices, mods, atty's and i'm always in there tasting something. You've got to try it! You will not be sorry! In love with this spot!",2014-12-23 21:44:10
M4zS53PfEzODW1P2U9JUig,DEiAhP-xb4i-71foPKSqxQ,cXSyVvOr9YRN9diDkaWs0Q,5,0,0,0,"So this is what you need to know. Everything taste great, well at least what I had. I practically tried everything for breakfast and have come to the conclusion that this is the spot for breakfast. I have one gripe though, the monte cisto is not worth the price and is way over priced. I know truffle oil is used but that should not be the reason its so damn expensive. one egg, one piece of toast and some sauce. Don't ever order it, not worth it unless they drop the price $5. everything else is worth it taste great. Jebbs open face and the huevos rancheros are my favs. Enjoy. oh and the coffee is addicting. Also there are no reservations, so get there early or go about 30 min before u think u may be hungry.",2015-08-06 23:20:25
wDSBFWfvuv9GpUX32_6nEw,1Lj6Ra9quyrH1gIxACliPw,KSP4BhUnu-skBxlRT9MLRQ,1,0,0,0,Only had one experience with this place and it will be my last. I called in the night before to ask if they sell deboned duck and the man on the phone said they could but I would have to request it the day of. I called the following morning to ask to pick up a plain deboned duck and whoever the incompetent girl who answered had trouble getting my order clear. I picked up my order and came home to find that not only did they gave a whole duck with stuffing I never asked for. I called the place back and thy never offered any compensation of any sort except a trade in right as it's a hour before dinner time and the butcher shop is more than thirty minutes away for me. Shame that food from this place is overshadowed by their terrible customer service.,2014-05-07 21:41:57
vaPZLs3eL9GdweSyl1DXhA,oFAbGl-xoiODXsX3oQ1IXA,sk2lZI4zmuGAccd3DLCnBw,5,1,0,0,"Visited the preserve today based on reviews and was VERY pleased.  

The hikes are great! Lots of wildlife and nature to see on clearly marked paths. 
The birds of prey aviary is wonderful and the learning center not only presents educational information in a beautiful manner, but the AC was a nice break after the hike.  

If you make your way over in the mid afternoon you may be lucky enough to see the birds up close with the handlers. 

All the staff and volunteers are friendly and helpful.",2017-07-18 22:13:07
EmLTCw2p9BhOwnzHFXgGaQ,glO-c9FC0RaY2GyiamCQFA,OlOVRlcEstxKK_6hMjy63A,3,0,0,0,"One of the few diners in North Wilmington, and the only one that probably isn't really bad. I've had totally ordinary diner fare here, and used to come by after swim meets. Nothing particularly good or bad about this place.",2014-08-25 03:05:45
b22OR-MNCZ-TOf6XIbkg6w,nGO8Re5IpOosHdWPqn8vWQ,Uc6PdjT_MO5bRPQsUUEy5Q,4,0,0,0,"We loved the food, service and decor! The minute we walked in for a late lunch we were greeted with a huge smile and a warm welcome from the manager. Our server, Christina (i think that was her name) was delightful. The beer selection was great. We had the chicken rabe sandwhich and pepperoni pizza. The sandwhich was very good, on tasty foccacia bread. The pizza was superb!  We love the ""well done"" taste. We will definately be back. One problem we may have is our 7 year old is very picky and we didn't see a chidren's menu.",2012-10-08 22:39:38
qjdMlELzt7SzneQFfwe7HA,FncS5xs9sE1weGrYV4aJgg,eaV07HGOcyb27XobHVl8LQ,3,0,0,0,"I regularly go to student salons for hair cuts and styling. 

I have long, fine, mostly straight Asian hair, and have had mixed results from the Aveda Institute -- to be expected considering I had a different stylist in every case.

Just know that if you haven't had a student stylist before, don't expect perfection. Do expect the cut to take an inordinately long time compared to a seasoned professional -- most of my cuts/styles have taken around 2 hours. The basic cut price includes massaging wash, cut, and blowdry style, plus the stylists do take the time to check in with their teachers and make sure the cut is going the way you want it to. Another plus: all of the stylists I've had at the Aveda Institute have been professional and committed to their service, which isn't always the case at other schools. And the prices are right.",2011-11-30 05:17:05
sz6FAS903ogJy9keBfFdNw,HorseRJgeUwJTBmZD_hXDg,TSgZB6PkWFjmasewVkySjA,4,1,0,0,"Good food friendly folks
Don't come in full.
Quick and good portions
Get the tips seating outside",2018-05-29 00:15:56
8PQcD-TECxxGUnGNV83QZQ,wW9SywjWgtjAMveKR0r3lA,sLgnx_WFCjEoPsS6NwU70Q,5,1,0,0,"Great food and friendly service. I will definitely be back. Menu variety is great.  I had the Monte Cristo crepes, absolutely amazing",2014-06-28 15:44:10
3djwsoWuYzfE8VD3jlNd8Q,WDtfOTjdeTgsjqVwFAeqIw,I6L0Zxi5Ww0zEWSAVgngeQ,4,1,0,0,"A nice alternative to Cafe du Monde, the beignets were as good if not better. But the real kicker was NO line! 

It was a calm little oasis on Bourbon St. Granted at 8:30 am the street is empty besides garbage men & street washers.

We were there early on a holiday, so we didn't get to experience any live music, sadly.

We did have a full breakfast as well, sharing a crawfish omelet & Cajun hashbrowns. Neither was anything to write home about, but really when your name has Beignet in it, does the other stuff really matter?",2015-07-17 00:12:43
0PF3_gnx3oI48Q4xi3D0uA,__GHy1xxetn0SBqP4b_odA,L3V21nAe-CicW2bvtNWa0g,3,0,0,0,"Not the best prepared sushi inthe city by a longshot, but for quick (and I mean quick), cheap sushi with a long menu, Mixx is great.",2010-08-22 00:01:33
2gVhwj83q3wKF2-Jvcv6cw,Lj4gnAE2MgjJEQf0b5QSNw,u-eaBrfpqjXTS2TD_cTioA,1,1,0,0,"Completely unprofessional and pathetic. I called last week to get price quotes on a battery and brakes. I spoke to someone very nice- he gave me two quotes, fairly low but close to other shops. I call today to schedule a time to come in and the prick who answers the phone, his name is either Mike or Nick (and quite frankly I don't care what he's called), tells me there is no battery even close to that price. He ""blames"" the quote on me, saying ""I don't know how you came up with that price?"" Then I told him I'd like to speak to someone else and he says ""no, we won't do a battery for that price, so bye-bye"" and he HUNG up the phone. NEVER NEVER call these people. I can go to Walmart before I deal with these assholes.",2016-10-14 00:16:03
IgfUV2Ggcl36kS7mv8wsaw,v-B443ErZ1P12acLQMgHEA,MkJ5kdhX3Jl48ykeMEVVIw,1,1,0,0,"I would NOT recommend this place to anyone. Their biggest mistake is not having a customer service department. They rely on their sales team to provide customer service meaning every time you call in to try and get something done, you get put into a voicemail because the sales guy is out selling - which should be their only job. This left me on numerous occassions incredibly frustrated that I could not get an answer. I even left the manager a voicemail (big surprise I couldn't get them to answer) and they never had the decency to call me back - Just made my sales person call me back.

I purchased my car last July and was promised numerous things would be done to the car before I purchased it. One of which being the tint on the rear window would be removed as the view out of the back was blurry. Somehow, that passed thru inspection and when I came to sign the papers, I noticed that it was still on the back windshield. I was told that they would have it removed by the time we were done the paperwork. Also, I was told that the price was going to be higher than the original agreement because the sales manager did the math wrong the previous day when we ran numbers. I told him that wasn't my fault and I would only pay the agreed upon amount and he spoke with the manager and got it sorted out. 

After sitting in the office for 2.5 hours, they finally told me that they were unable to even start taking off the tint and I would have to bring the car back. I dropped it off that Friday and let them keep it for the weekend. My sales guy called me on Saturday night to tell me that they never got to finish it and I would have to bring it back again and leave it. I live 45 minutes from the dealership so this isn't something I can easily do. I insisted on them giving me a loaner car for whatever day they would do this as I was sure this wouldn't be a one day process from my previous experience. 2.5 weeks later they were able to provide me with said car and I dropped off my vehicle. When I went to pick up my ""finished car"" there was still tint left on the bottom of the windshield. 

After all of that I knew I would never bring my car back for service there if that's the kind of service they provide. Now with all the rain we've been having, my trunk is leaking and when I called to check with the service department to see if it would be covered under warranty, I got the same run around with the service department who just said ""I don't know"" - OK well give me someone who will be able to tell me. Once they forwarded me to the correct person, I again got ""I don't know"". We need you to bring it in and look at it then submit to our warranty company to see if it gets accepted. No thanks after my previous experience of bringing my car in there to get ""serviced"". 

Invest in a customer service department to handle complaints in a professional and timely matter. This should not in any way be left upon the sales department to do. My sales guy did the best he could and I appreciated the help he gave me, but no one else would help me throughout the entire process. Not a good look on managements part.",2014-05-08 13:41:39
Tbo55fN5ZNBLQ6ue78hd6Q,hPVeIiJxQwwcvp6CUXk_UA,R77LwVI3wPAFmDLrXt3zZA,5,1,0,0,I love this restaurant. The owners are the nicest family. The food is delicious!!. My favorite is bacon pizza. I love that there is a play room for my kids to play while we wait for our food.,2018-04-15 15:46:22
vwhFwlc4FTBApcNM4uqx_A,JL9FyzCSk7rui5wcI_RbHw,IbndcMURguByburM72o3SA,5,0,0,0,"Omg this is sooooo good, the fried rice is gorgeous,   Good price good food, one of the best Asian restaurant on the town.",2018-01-21 17:21:47
PRAsITyAFOrVM_YcbJA5QA,gv0coNUFY-fibRwP8IKqPA,qdL-EbgoA7Gq_2u4e4YvLw,3,2,0,0,"Harry's blue bell is a nice spot. We stopped a few days ago for a quick dinner. It's tucked in the corner of a shopping center and it's very easy to miss. It was packed and seemed like the place to be for locals. The inside is nice but small, only a few tables in the entire place. The service was just okay. 

The beer selection is very good as are the prices on the beer. The food menu was a bit limited with you're basic bar food. The wife went with the bbq pulled pork and I went with the chicken and honey mustard wrap. The bbq pork was good, the bun was nicely toasted but the sauce was overly sweet for our liking. The wrap was fresh and good but nothing spectacular. The fries were hot and crispy. The kale slaw was fantastic but a very small portion.

Overall it was a decent meal. I wouldn't go out of my way to go back. If I were in the area I'd stop though. Solid 3 stars.",2018-03-24 02:08:27
RIqChRQI9qL2BKKVETJX1g,nyjj6EHn29se2IE8c_Wq4A,2K75poiMupFTvpQq5REWTA,5,2,1,2,"Just an update regarding the only complaint in my first review of Kajuns: the smoke. They've since installed a couple of smoke eaters that have made the air extremely breathable for people who, like me, have sensitivities to cigarette smoke. I previously would get headaches because of the smoke if I stayed at Kajuns too long, as I am wont to do, but now I can hardly notice that people are smoking while I'm sitting inside the bar! (When I leave, it's a different story as my clothes still smell like smoke, but that's a compromise I am willing to make.) Just goes to show you how dedicated the Kajuns staff is to improving the experiences of their customers. Thank you Kajuns!",2012-06-26 03:19:51
gTBmyv_0E8LaCujbzP_oOw,5h9JA231vPilNAIjHxwGng,lj-E32x9_FA7GmUrBGBEWg,5,0,0,0,"My friends at work (connoisseurs of good food in the St. Louis area) introduced me to yet another very nice restaurant and that's Brio's!! I like everything about it - starting from the complimentary bread and chips to the bruschetta, pasta and salads !! Beautiful place.. The service adds to the charm !!",2014-08-24 19:24:26
pGKizwLILA_HafLj0b6CsQ,whbmSeWV7onskC6aT5k77w,GlYN-RJyL_YwxIqsSDo1ag,1,0,0,0,"One of the worst places in Tucson!  Cold food , rude service. They have the right idea but fail to deliver",2016-05-07 03:31:54
XZl9M7HrwqqQUEOUu4azkA,16yfdXvoj6ra0hqFjLu2cQ,DRnvSL_I8MLuTLhl6O4JBQ,5,3,0,0,"I am a huge fan of Gennaro's. It's got a thin crust, sweet and rich tomato sauce along w fresh mozzarella cheese. Also, the meatballs are excellent. Can't say enough about how much I love it here. Also, the decor is vintage and adorable. 

I have yet to be disappointed with Gennaro's",2016-02-23 17:51:22
M_JypFlbEUklwMGoyVknFQ,_kp3hr0ohALINduHTERs9Q,z680Aylt8wN2KAeFM1hy-A,5,0,0,0,"Stopped in on a Monday around 7pm and the place was pretty full.  The bartender was friendly and attentive.  The bar seemed well stocked, not a drinker so take that as you will.  Now the food...THE FOOD was fantastic!  I ordered the Pear Gorgonzola Melt.  How they fit all that amazingness on one plate is impressive.  The clientele is all ages and backgrounds, which is great.

Nutshell:  Definitely check this place out for a good sandwich at a good price (~$10) and to catch up on the footy games.",2015-07-03 21:07:59
bcNhedsG9dRWiIeV_-cGUQ,7HOTNEzVwtJQK6iwC6XVJA,-ATiAtTikuGuqvaW2O6tNA,3,0,0,0,"Great atmosphere, service was very friendly and prices were very reasonable however I found the food a bit bland, not bad just bland. My husband and I were starving after a long drive to Philly and this filled the spot but it wasn't overly enjoyable and we most likely won't be back.",2015-07-03 22:10:01
TW4DXj74C82qhGjOgnmjyQ,W_VNrooLU3h_r-Iw5HLo_w,rKlPSPn0wF5tkCrWZzBnbA,4,1,1,0,"Great place for a drink, nice friendly staff.  Didn't eat there though and would be hesitant to as it doesn't look to be the cleanest place.",2012-11-06 18:03:40
DIRohs5uJ5kqBtSwZDZ1_w,JTbWKeaQLH0w2TWCiRjq4g,F_wIC6i5y4zdQyp99R7PdQ,4,1,0,1,"Freedom toast = check, freedom fries = check, awesome breakfast food = check.

The is a greek owned pancake house (hence the over doing it on naming the food) and is a great alternative to your larger chain pancake houses such as Robert Evans, IHopity hop, and Mr. Dennys. 

We eat here every new years day, typically around 2 pm when we drag ourselves out of a drunken slumber to brave the bitter cold. They never have a problem seating our group of about 12-15 and are pleasant and quick service. 

The energetic owner likes to roam around making sure everything is going well. In my opinion, the food is also better than the chains. The secret ingredient is love.",2012-01-03 16:29:01
J96EFyLE15P-VH5kCyxGWA,ifbY7DlrQep2hxR8WBGQbw,gwNlSSV0hGgNgTqPprj4FQ,2,7,5,8,"After going there several times going to Fresh I am sad to report my last visit was not up to par.  I went with a group of people and the service / product was not how it used to be and the price was outrageous to say the least.  I entered and was not greet by the staff  and I do understand that the group I was meeting with was taking up most the inside of Fresh, but a little acknowledgement would have went a long way.  Also, I ordered the Vienna Latte with an extra shot.  It not only was one of the worst espresso based drinks I have ever had, but it was EXPENSIVE $7+ for a coffee?!?!  After realizing the price for the drink I was put off by ordering any products.

I really love Fresh and obviously from prior posts I do praise their products, but this time it was one of the worst experiences I have had.",2012-08-15 11:39:43
nhfB-ssDwJxbpAUjlE889A,fr1Hz2acAb3OaL3l6DyKNg,t-bcEvAM8oE92tm9HBr7wQ,3,8,3,9,"We have big group of 12 for the office outing lunch. I would said for the number of people we have, the service is not the best but good enough. Only one of our members get the food late. The close out may need to work on it. Tip was added since we have large group which may my bill easy. 

I have order the lamb kebab (Shish Kebab) plate. It come with two choices of side. I got the rice and the babaghanoush. The rice was well cook and nice aroma. The babaghanoush was well prepared and great with extra olive oil. The presentation of the dish is pleasant. However, the meat did not measured up. It was too dry and the marinated is not over the top. They need to improve on this area. 

I have been here several time. My previous experience is better. During the month of Ramadan, they serve the buffet that are plenty of choices and attractive. I would said try them during this time. The buffet of Ramadan usually start at 8:30. Go early because is a lot of customers.",2017-05-26 03:20:52
7QLCrFsbfHLHMTrYuDTKyA,kKLdiuoR2ED3SPwAEjqI0w,XQLdTCJvjoxxqrYGiE-YYQ,5,0,0,0,"This was a cool place to stop by and check out the birds on a Sunday morning.  

My daughter and I have stopped in here a couple of times so she can look at the birds.  Very friendly staff.

If you're a bird person this is the place to go.",2011-02-13 21:42:53
mOKsN2CQU08yQWx1lh-v9w,3YHb2sYWYUM7dI7EGFKoEw,vh6YOciEM3M4zi2FGp-b5Q,3,1,0,0,"So it's an old club and I think it still maybe a club at night but me and my family including our 5 year old went there for dinner! The food was good we received a sashimi plate and was very pleased with it. My some received a burger and fries which he ate and was happy with. But my biggest complaint is the SERVICE it was horrible. I had to get my own plates, sauce bowls and napkins, they bought out two glasses but didn't bring my son one. I had to request one for him, I don't know maybe they thought he was invisible. I had a groupon certificate so it was a good dinner I would come back if someone was treating.",2014-10-27 15:03:13
0aC3eVgDQFE6gH2Fk-MrDg,gL0PnnFMmJbWphaOh_6BsQ,Mha77MN_BYGB-w7DONZ5YA,4,3,0,1,"This review is mainly chicken talk as Cuenelli's Peruvian Style Rotisserie Chicken brings to the table. Pollo a la brasa.... Rotisserie chicken.... Whatever you wanna call it.... I call it a technique done here with love and pride. Lets be clear, you will find no comparison coming from your grocer deli section or at the checkout isle.

Why do I think this chicken have some TLC put into it? On biting down of this chicken you can note seasoning flavors down to the bone. This is an inclination that prior to even getting into the rotisserie oven, these birds spend some time in some form of marinating process. Building flavor, the chicken also has a seasoning rub all over the skin.

Lets go to this rotisserie oven. Another unique element is this oven has a charcoal or grill like component. This gives the chicken a smoky element in the flavor build. As these birds turn in this oven, they keep moist from the natural drippings dropping from bird to bird as they rotate through this oven. In turn, this a reason why some people may note some pieces the skin end up dry and crispy and others get moist or soggy skin on their chicken In the end, you end up with this tender, smoky, well seasoned, fall off the bone goodness. Wait.... how can they add more flavor? Cuenelli's serves it with two dipping sauces, a chimichurri  which gives a herbaceous and slightly spicy flavor, and an aioli which has a garlicky - lemony element.

Round out this meal with some solid sides. Must haves for me would be the cilantro rice. Another herbaceous addition that works well with this meal. I got to use the word herbaceous a few times in this review, it has reflects such great imagery for food talk:) Must have beans with rice no? I pick the spicy pinto beans over the black beans at this establishment but lets be clear these beans are pretty spicy. I also love the maduros here. These sweet plantatains are cooked to perfection where the outsides has this caramelization from the natural sugar of the sweet plantain, leaving you with this toffee-like, stick to your tooth exterior and soft and sweet interior. 

Wash all down with Inca cola or a bottle of chicha limena.  Inca cola is almost like a cola champagne or a cream soda type of drink. Chicha Limena I say is Christmas in a bottle. This juice has a floral base blended with cinnamon and cloves.

Though Cuenelli's Peruvian Style Rotisserie Chicken have many other notable Latin dishes, the one thing that comes to mind to me is this chicken made with love. This chicken gives new meaning to all who thought they knew what rotisserie chicken is. I say, go to Cuenelli's and taste again for the very first time.",2013-11-14 01:23:03
RNf8aUDzK2wzzO7sVzIkbQ,xjQSpme1Z7Xw8XehRLpYuA,EtKSTHV5Qx_Q7Aur9o4kQQ,4,0,0,0,"fuck yes. meat, bourbon libations, and a salad (to round things out aka make myself feel better about ingesting the aforementioned two items.) i took myself on an early birthday date with myself and was not disappointed (neither in the food nor the company). i had a medium rare plain burger to see if it was worth all the fuss...no cheese, bacon, dressing, etc to disguise the quality of the meat. (of course, no bread either since i'm gluten free.) the burger was great - perfectly cooked and seasoned... though, i felt like a bit of a freak sitting at the bar eating my burger with a knife and a fork. i'd like to come back to try a fancypants burger since the extras look pretty tasty.  the salad was so-so; it was no frills with the perfect amount of dressing. the bartender-cum-waiter was super attentive but not cloyingly so. he made delicious sazeracs to accompany my repast.",2012-06-26 03:28:25
PoPM0iRZacrnbq6WpDi-yA,mC-khOW9EOrKHTeXkrb5rg,7L1kXfwU5XM6f6Jxo_L7Yg,4,0,0,0,Came here on a Monday at lunch time. I sat at the bar and received fast service. Ordered their carne asada taco lunch special which were better than average. More than pleased with this place,2017-08-07 19:52:42
EMkIwb1whDSGlvEWsnId3w,CePuKN0wwl5CW-58rkt3-w,1ScZ3h0kIT_DGCVlP-aDSA,5,0,0,0,"I love these guys. Tony is one of big help. Had flat tire and he got it fixed less that what his estimation expectation. 

Thank you!",2018-02-01 19:49:27
