business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes/ByAppointmentOnly,categories,hours,attributes/BusinessAcceptsCreditCards,hours/Monday,hours/Tuesday,hours/Wednesday,hours/Thursday,hours/Friday,hours/Saturday,attributes/BikeParking,attributes/RestaurantsPriceRange2,attributes/CoatCheck,attributes/RestaurantsTakeOut,attributes/RestaurantsDelivery,attributes/Caters,attributes/WiFi,attributes/BusinessParking,attributes/WheelchairAccessible,attributes/HappyHour,attributes/OutdoorSeating,attributes/HasTV,attributes/RestaurantsReservations,attributes/DogsAllowed,hours/Sunday,attributes/Alcohol,attributes/GoodForKids,attributes/RestaurantsAttire,attributes/Ambience,attributes/RestaurantsTableService,attributes/RestaurantsGoodForGroups,attributes/DriveThru,attributes,attributes/NoiseLevel,attributes/GoodForMeal,attributes/BusinessAcceptsBitcoin,attributes/Smoking,attributes/Music,attributes/GoodForDancing,attributes/AcceptsInsurance,attributes/BestNights,attributes/BYOB,attributes/Corkage,attributes/BYOBCorkage,attributes/HairSpecializesIn
lk9IwjZXqUMqqOhM774DtQ,Caviar & Bananas,2031 Broadway,Nashville,TN,37203,36.1483712,-86.7988947,3.5,159,0,,"Coffee & Tea, Restaurants, Wine Bars, Bars, Nightlife, American (Traditional), Event Planning & Services, Food, Caterers, Breakfast & Brunch, Cafes, Diners",,True,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,True,2,False,True,True,True,'free',"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,False,False,,7:0-17:0,u'beer_and_wine',True,'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}",False,True,,,u'average',"{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}",,u'no',"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",False,,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",,,,
bCBPXIVfVzBZBEpFu29dcg,All In Shipping,5343 Belleville Crossing St,Belleville,IL,62226,38.5175856,-90.0219285,5,5,1,,"Shipping Centers, Local Services",,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABxoFuzZy5mqQ8C5FJJajQ,Core de Roma,201 Jefferson St,Bala Cynwyd,PA,19004,40.0283575,-75.2380841,5,12,1,,"Restaurants, Italian",,,,15:0-20:30,15:0-20:30,15:0-20:30,15:0-20:30,15:0-20:30,,,,None,None,,,"{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}",,,,,,,15:0-20:30,,,,,,,,,,,,,,,,,,,,
Hwt3_mOEmU-t--ywcemnMg,Gold's Gym,203 - 38th Ave N,St. Petersburg,FL,33704,27.8083394,-82.6361678,3,17,0,,"Active Life, Fitness & Instruction, Trainers, Gyms, Yoga",,False,5:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-21:0,6:0-19:0,,,,,,,,,,,,,,,8:0-19:0,,True,,,,,,,,,,,,,,,,,,
REwfwz-_-CMQ7Np5UVi9Qg,Jennie Deckert,,Carmel,IN,46032,39.9693,-86.1650024,5,7,1,,"Real Estate Agents, Home Services, Real Estate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5BmQX4UVJY19mMtafMg7JA,Breadland Organic Whole Grain Bakery,"11642 104 Avenue, Unit 642",Edmonton,AB,T5K 2T7,53.547205,-113.522448,4,23,1,,"Specialty Food, Bakeries, Food, Health Markets",,,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-17:0,True,2,,True,False,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,,,,,,,,,,,,,,,,,,,
cVBxfMC4lp3DnocjYA3FHQ,Paws The Cat Cafe,10588 109 Street,Edmonton,AB,T5H 3B2,53.5496333,-113.5087799,5,20,0,,"Coffee & Tea, Cafes, Pets, Restaurants, Pet Adoption, Food",,,0:0-0:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-20:0,10:0-18:0,True,1,,True,False,False,u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",False,False,False,False,True,False,10:0-18:0,u'none',True,'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",False,True,,,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,
0qNpTGTcqPwOLi2hADx4Xw,Charlie's Market,2815 E Sligh Ave,Tampa,FL,33610,28.0103596,-82.4300416,3,9,1,,"Food, Grocery, Convenience Stores",,True,,,,,,,True,1,,True,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,,,,,,,,,,,,,
xM6LoUcnpDpMBzXs_7dXAg,Fairfield Inn & Suites,719 E Baltimore Pike,Kennett Square,PA,19348,39.8562475317,-75.6946098804,3,37,1,,"Hotels, Hotels & Travel, Event Planning & Services",,True,,,,,,,,2,,,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,,
txyXRytGjwOXvS8s4sc-WA,Smoothie King,1070 E Tucson Marketplace Blvd,Tucson,AZ,85713,32.186794,-110.954765,3,29,1,,"Vitamins & Supplements, Ice Cream & Frozen Yogurt, Food, Juice Bars & Smoothies, Shopping",,True,0:0-0:0,7:0-21:0,7:0-19:0,7:0-19:0,7:0-19:0,9:0-20:0,True,2,,True,True,,u'free',"{u'valet': False, u'garage': False, u'street': None, u'lot': True, u'validated': False}",False,,,,,,11:0-18:0,,,,,,,,,,,,,,,,,,,,
DQ7PyYlp2bX96WZa7TcaWQ,LensCrafters,"1150 Plymouth Meeting Mall, Ste 2230",Plymouth Meeting,PA,19462,40.1161788,-75.2825254,2.5,8,1,True,"Ophthalmologists, Eyewear & Opticians, Health & Medical, Shopping, Doctors, Optometrists",,True,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,True,3,,True,False,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,11:0-18:0,,,,,,,,,,,,,,,,,,,,
uI9XODGY_2_ieTE6xJ0myw,Roman Forum,10440 N Dale Mabry Hwy,Tampa,FL,33618,28.0462028173,-82.5050526736,4,23,0,,"Restaurants, American (New), Italian",,True,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-22:0,4:0-22:0,False,2,,True,False,True,'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,True,True,True,,,u'full_bar',True,u'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,True,,,u'quiet',,,,,,,,,,,
JgpnXv_0XhV3SfbfB50nxw,Joe's Pizza,2038 N Dale Mabry Hwy,Tampa,FL,33607,27.9605142,-82.506127,4,35,0,,"Restaurants, Pizza",,True,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-3:0,11:0-3:0,True,1,,True,True,False,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,False,True,False,,,u'beer_and_wine',True,u'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,True,,,u'average',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",,,,,,,,,,
Si6LXSR9gvAbmgO5DzV2cw,Lafitte's Landing Seafood House,1700 Lapalco Blvd,Harvey,LA,70058,29.8754822266,-90.04938,2.5,38,0,,"Restaurants, Soup, Seafood, Burgers",,True,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,True,2,,True,False,,'no',,,,False,False,True,,11:0-22:0,'full_bar',True,'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,True,,,,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,
seKihQKpGGnCeLuELRQPSQ,Twin Peaks,6880 E 82nd St,Indianapolis,IN,46250,39.9062952,-86.0474634,3.5,257,1,,"Sports Bars, American (New), American (Traditional), Nightlife, Bars, Restaurants",,True,0:0-0:0,11:0-0:0,11:0-0:0,11:0-22:0,11:0-19:0,11:0-1:0,False,2,False,True,False,False,'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,True,True,True,False,False,11:0-0:0,'full_bar',True,'casual',"{u'divey': False, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}",True,True,,,'average',"{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",,u'no',{'dj': False},False,,"{u'monday': False, u'tuesday': True, u'wednesday': False, u'thursday': False, u'friday': True, u'saturday': True, u'sunday': False}",,,,
L_TT0BFmFwORAMaA83K54A,Village Tap Room,838 Broad Ripple Ave,Indianapolis,IN,46220,39.8699114,-86.1435773,2.5,23,0,,"Gastropubs, Cocktail Bars, Beer Bar, Bars, Restaurants, Nightlife",,False,,,,,,,False,2,False,False,False,False,u'no',,False,False,False,False,False,False,,u'none',False,u'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",False,True,,,u'average',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",False,u'no',{'jukebox': True},False,,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': True, 'sunday': False, 'saturday': True}",,,,
mjWvAkNqoA6Y5P03sDSzfA,Educational Outfitters,"3904 W Hillsborough Ave, Ste D",Tampa,FL,33614,27.9954501644,-82.5081187,2,10,1,,"Uniforms, Shopping",,True,,,,,,,True,,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,,,,,,,,,,,,,
qfWJmJ0g96eM_fWma3ja0g,Doc Magrogan's Oyster House - West Chester,117 E Gay St,West Chester,PA,19380,39.9615417,-75.6036042,3,114,0,,"Seafood, Restaurants, Bars, Nightlife, Cocktail Bars, American (New), Pubs",,True,,,,,,,True,2,,True,False,False,u'no',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,True,True,True,True,,,u'full_bar',True,u'casual',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",,True,,,u'average',,,,,,,,,,,
uczmbBk5O3tYhGue13dCDg,New Orleans Spirit Tours,723 St Peter St,New Orleans,LA,70130,29.958431,-90.065173,4,38,1,,"Hotels & Travel, Tours, Local Flavor",,,0:0-0:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,,,,,,,u'no',,,,,,,,10:0-20:0,,,,,,,,,,,,,,,,,,,,
n7AQvGvNHlmun3kqXeBKVQ,Roy's Appliance Service,,Meridian,ID,83646,43.6434944,-116.4360004,5,5,1,,"Local Services, Appliances & Repair",,True,0:0-0:0,8:30-15:0,8:30-15:0,8:30-15:0,8:30-15:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eYxGFkxo6m3SYGVTh5m2nQ,Big Boyz Toyz Motorcycle Rentals,4158 E Grant Rd,Tucson,AZ,85712,32.2503237,-110.9036553,4.5,8,1,,"Towing, Hotels & Travel, Automotive, Motorcycle Rental, Motorcycle Gear, Shopping",,,8:30-18:0,8:30-18:0,8:30-18:0,8:30-18:0,8:30-18:0,9:0-16:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lOP3HxdUTaq0eXhwR_KC-w,Sweet Things Chocolates,2288 W 86th St,Indianapolis,IN,46260,39.913292,-86.20083,4,13,1,,"Chocolatiers & Shops, Specialty Food, Candy Stores, Food",,True,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,11:0-17:0,True,2,,True,True,,,"{u'valet': False, u'garage': False, u'street': None, u'lot': True, u'validated': False}",True,,,,,,,,,,,,,,,,,,,,,,,,,,
KWA2qtdwVEkMpd5soSKaGA,Publix Super Market,12101 Little Rd,Hudson,FL,34667,28.3326007,-82.6681066,3.5,7,0,,"Food, Grocery",,True,,,,,,,True,2,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,,,,,,,,,,,,,,,,,,,
gbN4RuUiiBxQ2GBFQ2p3Cw,Mr. Margarita,Truck Inn Way,Fernley,NV,89408,39.5139704538,-119.8472038094,5,7,1,,"Food Trucks, Food",,False,,,,,,,True,1,,True,False,,,,,,,,,,,'full_bar',,,,,,,,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,
B2qqjCl_BNNnXvWWfpFiLA,Pottery Barn Kids,"4011 Hillsboro Pike, Ste 102",Nashville,TN,37215,36.1036135,-86.8162678,1.5,13,1,,"Shopping, Baby Gear & Furniture, Home Decor, Furniture Stores, Home & Garden",,True,0:0-0:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,True,,,,,,,,,,,,,,12:0-18:0,,,,,,,,,,,,,,,,,,,,
7PDi_iyik3jraDAzWwwR4Q,Chase JP Morgan Bank Credit Card Services,,Wilmington,DE,19850,39.749361,-75.643331,1.5,111,1,,"Banks & Credit Unions, Financial Services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8rb-3VYXE37IZix4yOdskw,Sharky's Sports Bar & Grill,820 N Black Horse Pike,Williamstown,NJ,08094,39.6968014,-74.9998214,2.5,29,1,,"American (Traditional), Bars, Nightlife, Sports Bars, Restaurants",,True,,,,,,,True,1,,True,False,False,'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,False,True,False,,,u'full_bar',False,u'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,True,,,u'average',,,,,,,,,,,
9Rww8yE6Dm4dSMEq09nwXg,Holly Nails & Spa,9101 Belcher Rd,Pinellas Park,FL,33782,27.8553467494,-82.7363080904,4.5,16,1,False,"Health & Medical, Personal Care Services, Beauty & Spas, Massage, Nail Salons",,True,,9:30-19:0,9:30-19:0,9:30-19:0,9:30-19:0,9:30-19:0,True,,,,,,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,,,,,,10:0-17:0,,,,,,,,,,,,,,,,,,,,
aCDY7vXYMs54EbYuQScsnQ,39 North Taproom & Grill,110 S MacDade Blvd,Glenolden,PA,19036,39.9036968861,-75.2949812448,4.5,25,1,,"American (Traditional), Sports Bars, Restaurants, Bars, Nightlife, Steakhouses, Salad, Beer Bar",,True,0:0-0:0,11:0-0:0,11:0-1:0,11:0-2:0,11:0-2:0,11:0-2:0,True,,False,True,True,True,u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,True,None,True,False,,11:0-23:0,u'full_bar',,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,,,,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,u'no',"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}",,,,False,,,
-4dYswJy7SPcbcERvitmIg,Pathmark,3021 Grays Ferry Ave,Philadelphia,PA,19146,39.9404026,-75.1932966,2.5,34,0,,"Food, Grocery",,True,6:0-1:0,6:0-1:0,6:0-1:0,6:0-1:0,6:0-1:0,6:0-1:0,True,2,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,6:0-1:0,,,,,,,,,,,,,,,,,,,,
mFTaYsRDyeFaY2NDLfSaAA,River City Games,5203 99 Street NW,Edmonton,AB,T6E 5B7,53.4893123495,-113.4855665582,4.5,5,1,,"Tabletop Games, Shopping, Sporting Goods",,,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-17:0,,2,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,12:0-17:0,,,,,,,,,,,,,,,,,,,,
x9K0RfZaT_zlw6DklBDzjw,Gavi Italian Restaurant,"7401 N La Cholla Blvd, Ste 146",Tucson,AZ,85707,32.221667,-110.925833,3.5,9,0,,"Italian, Restaurants",,True,,,,,,,,2,,True,False,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,True,,False,,,u'full_bar',True,u'casual',,,True,,,,,,,,,,,,,,
pJfh3Ct8iL58NZa8ta-a5w,Top Shelf Sports Lounge,3173 Cypress Ridge Blvd,Wesley Chapel,FL,33544,28.1962523878,-82.3806153496,4.5,95,1,False,"Burgers, Sports Bars, Bars, Lounges, Restaurants, Salad, Wraps, Nightlife, American (New)",,True,11:30-22:0,11:30-23:30,11:30-23:30,11:30-23:30,11:30-23:30,10:0-23:30,True,2,False,True,True,True,u'free',None,True,True,False,True,True,False,10:0-22:0,u'full_bar',False,u'casual',"{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': None, 'classy': False, 'casual': True}",True,True,False,,u'average',"{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}",False,u'outdoor',"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': False, 'video': False, 'karaoke': None}",False,,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",False,True,,
cvP_vh_bOLbCY3eoY1Xw-A,Fishers Freedom Festival,1 Park Dr,Fishers,IN,46038,39.958734,-86.016966,4.5,7,0,,"Festivals, Arts & Entertainment",,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
7clCBgNbd-x2Wj96lZ6Mjw,Bier Brewery and Tap Room,5133 E 65th St,Indianapolis,IN,46220,39.8755319,-86.0828565,4.5,139,1,False,"Food, Beer, Wine & Spirits, Breweries",,True,,15:0-21:0,15:0-21:0,15:0-21:0,13:0-21:0,12:0-21:0,True,2,,True,False,False,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,True,12:0-19:0,'beer_and_wine',False,,,,,,,u'average',,,,,,,,,,,
ppFCk9aQkM338Rgwpl2F5A,Wawa,3604 Chestnut St,Philadelphia,PA,19104,39.954573,-75.1948936,3,56,1,False,"Restaurants, Automotive, Delis, Gas Stations, Food, Coffee & Tea, Sandwiches, Convenience Stores",,True,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,True,1,,True,True,False,u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,,False,True,False,,0:0-0:0,u'none',True,u'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,True,,,u'average',,,,,,,,,,,
NZ_bFJma7brQUfln5h1UAg,Super Sushi Kyo Hin,2501 Mt Holly Rd 245,Burlington,NJ,08016,40.0416285,-74.8258209,3.5,6,0,,"Restaurants, Japanese, Sushi Bars, Asian Fusion",,True,,,,,,,,2,,True,False,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,False,False,True,,,,True,u'casual',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",,True,,,u'quiet',,,,,,,,,,,
eMjnw_7wp-CscyNh6Lu0ZA,AM&PM Locksmith,8540 Bustleton Ave,Philadelphia,PA,19152,40.0723302045,-75.0484833435,4.5,58,1,True,"Keys & Locksmiths, Home Services, Local Services",,True,6:0-3:0,6:0-3:0,6:0-3:0,6:0-3:0,6:0-3:0,6:0-3:0,,,,,,,,,,,,,,,6:0-3:0,,,,,,,,,,,,,,,,,,,,
IDtLPgUrqorrpqSLdfMhZQ,Helena Avenue Bakery,"131 Anacapa St, Ste C",Santa Barbara,CA,93101,34.4144445,-119.6906718,4,389,1,,"Food, Restaurants, Salad, Coffee & Tea, Breakfast & Brunch, Sandwiches, Bakeries",,True,0:0-0:0,8:0-14:0,8:0-14:0,8:0-14:0,8:0-14:0,8:0-14:0,True,2,,True,None,True,u'no',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,True,False,False,True,8:0-14:0,u'none',True,'casual',"{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}",False,True,,,u'average',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}",,,,,,,,,,
sE6jSnvMts_MAn-b4OkMAw,K-9 Groom Room,820 Industrial Dr,Troy,IL,62294,38.7162443,-89.8858296,4,5,1,,"Pet Groomers, Pet Sitting, Pets, Pet Services",,,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-14:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YNjyv0gfOr2g8lbmUpTnKg,Copper Vine,1001 Poydras St,New Orleans,LA,70112,29.9506467229,-90.0744274301,4.5,350,1,False,"Nightlife, Pubs, Event Planning & Services, Wine Bars, Bars, Gastropubs, Restaurants, Venues & Event Spaces",,True,0:0-0:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-23:0,10:30-22:0,,2,False,True,True,,u'free',"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True,False,10:30-21:0,u'full_bar',,u'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",,True,,,u'average',,,u'no',"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",False,,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",,,,
LhpPSrulqVeTyJeK2xydvQ,Fresh Fruits & Salads,114 N 3rd St,Camden,NJ,08102,39.9466899,-75.123327,4.5,6,1,,"Juice Bars & Smoothies, Restaurants, Fruits & Veggies, Salad, Specialty Food, Food",,,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,,,,,,,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,,,True,,,,,,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,,,,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,
oaboaRBUgGjbo2kfUIKDLQ,Mike's Ice Cream,129 2nd Ave N,Nashville,TN,37201,36.1626492,-86.7759733,4.5,593,1,False,"Ice Cream & Frozen Yogurt, Coffee & Tea, Restaurants, Sandwiches, Food",,True,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-0:0,8:0-0:30,False,2,,True,None,False,'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,,None,False,False,False,8:0-23:0,u'none',True,'casual',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",,True,False,,u'average',,,,,,,,,,,
-ZXYcCyDjj1QimnJyGtYtg,Gilley's Antique Mall,5789 E US Hwy 40,Plainfield,IN,46168,39.6949931921,-86.4230714504,4.5,24,1,False,"Home Decor, Shopping, Antiques, Books, Mags, Music & Video, Home & Garden",,True,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,True,2,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,10:0-17:0,,,,,,,,,,,,,,,,,,,,
nUqrF-h9S7myCcvNDecOvw,Iron Horse Auto Body,825 Cacique St,Santa Barbara,CA,93103,34.4196198,-119.6770319,4.5,32,1,,"Towing, Automotive, Body Shops",,True,0:0-0:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,,,,,,,,u'no',,,,,,,,,,,,,,,,,,,,,,,,,,,,
vR9_bhoszcpXbB_APv6Xlw,James Dant,5624 E Washington St,Indianapolis,IN,46219,39.7709745063,-86.0711718384,5,31,1,,"Fashion, Shopping, Men's Clothing",,True,11:0-17:0,11:0-17:0,11:0-17:0,11:0-17:0,11:0-17:0,11:0-17:0,True,3,,,,,,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,,,,,True,,,,,,,,,,,,False,,,,,,,,,
RK6-cJ9hj53RzOlCBmpT-g,Impasto,,Tampa,FL,33611,27.890814,-82.5023464,5,5,1,,"Restaurants, Italian, Food Trucks, Food",,True,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,,,,True,False,True,,,,,,,,,0:0-0:0,,,,,,,,,,,,,,,,,,,,
ZM46RDLXaFNo_z6t-j_L4w,Absolutely Perfect Inc,1153 Byberry Rd,Bensalem,PA,19020,40.1131212,-74.9145975,3.5,5,1,,"Masonry/Concrete, Gardeners, Lawn Services, Tree Services, Landscape Architects, Home Services, Contractors, Landscaping",,True,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,
pEm4xNCk8d0TF6A1gi-WDQ,TKO DJs,2650 S Big Bend,Maplewood,MO,63143,38.6135761,-90.3223828,3.5,17,1,,"Karaoke, DJs, Event Planning & Services, Party & Event Planning, Nightlife",,True,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,
J_ksUDPpzPwfTGtI4zTRnQ,Riverview Room,600 Decatur St,New Orleans,LA,70130,29.9559253,-90.0629624,4.5,7,1,,"Event Planning & Services, Caterers, Party & Event Planning",,True,9:0-16:0,9:0-16:0,9:0-16:0,9:0-16:0,9:0-16:0,,,,,,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,,
knQ4vIgx-r85kjlWVVjcpQ,Silver and Blue Outfitters,5191 Meadowood Mall Cir,Reno,NV,89502,39.476518,-119.7840369,4.5,5,1,,"Sporting Goods, Sports Wear, Fashion, Restaurants, Fast Food, Sandwiches, Shopping",,True,0:0-0:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,True,,,,,,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,,,,False,False,11:0-18:0,u'none',,,,,,,,,,False,,,,,,,,,
